name1,name2,distance
Echo,Stephanie,1.7326478958129883
Grace,Norah,1.7326749563217163
Ben,Dan,1.7329025268554688
Callan,Icarus,1.7329983711242676
Henry,Matthew,1.7330011129379272
Lindsay,Starling,1.7330366373062134
Matthew,Oliver,1.7331461906433105
Charlotte,Mia,1.733157753944397
Kevin,Michael,1.7331794500350952
Noa,River,1.7332288026809692
Catherine,Nana,1.7332539558410645
Dylan,Oliver,1.7333498001098633
Furnando,Sindarin,1.733373999595642
Ryan,Sylvia,1.7335141897201538
Nia,Victoria,1.7335253953933716
Buddy,Neoguard,1.7335280179977417
Abigail,Jennifer,1.7335747480392456
Echo,Rita,1.7336138486862183
Norah,Paige,1.7336176633834839
Joshua,Neel,1.7337340116500854
Justin,Nathan,1.7338989973068237
Camila,Natalie,1.7339057922363281
Agatha,Tessa,1.7339590787887573
Agatha,Audrey,1.7339826822280884
JackoLantern,Tessa,1.733991026878357
Chad,Royce,1.7341127395629883
Benny,KlipKim,1.7342723608016968
Kelsey,Lindsay,1.7343164682388306
Chase,DollarJr,1.7343602180480957
Liz,Mia,1.7343801259994507
JackoLantern,Rachel,1.7344762086868286
Hans,Logan,1.7345391511917114
Dean,River,1.7346283197402954
Jackson,Noa,1.7346605062484741
KlipKim,Tyson,1.7347627878189087
Brad,Landon,1.734826922416687
Bell,Sara,1.7348518371582031
Chester,Gus,1.7349047660827637
Abigail,Xavier,1.7349048852920532
Olivia,Vivien,1.7349172830581665
Benny,Damian,1.7349276542663574
Henry,Lloyd,1.734932780265808
Cyrus,Justin,1.7350801229476929
Jenna,Maisie,1.7351969480514526
Oscar,Vincent,1.735261082649231
Cole,Nana,1.7352951765060425
Chester,Vincent,1.7353190183639526
Logan,ReporterCatalina,1.735357403755188
Justin,Philip,1.7353702783584595
Matthew,Wade,1.7353957891464233
Harper,Helena,1.7354587316513062
Larry,Robert,1.7355340719223022
Oscar,Tyson,1.7356828451156616
Chester,PN,1.735831618309021
Carl,Cole,1.7358485460281372
Echo,Sophia,1.7359561920166016
Caitlyn,Harper,1.7360867261886597
Harper,MrsClaus,1.7361708879470825
Natalie,Nia,1.7362490892410278
Kevin,Margot,1.7363200187683105
Justin,Owen,1.7363395690917969
Catherine,Liz,1.7363481521606445
Oliver,PN,1.7363553047180176
Carl,Santa,1.736470103263855
Henry,JackoLantern,1.7365223169326782
SabrinatheWitch,Wade,1.7366615533828735
Logan,Oliver,1.7367233037948608
Bell,Sylvia,1.7367305755615234
Caitlyn,Jenna,1.73674738407135
Emma,Olivia,1.7367864847183228
Carlos,Xavier,1.7367963790893555
Larry,West,1.736859679222107
Lloyd,Oscar,1.7369474172592163
Jake,Philip,1.7370681762695312
Angela,Matthew,1.7371855974197388
Abigail,Katie,1.7371915578842163
Kelsey,Millie,1.7373229265213013
Alex,Helena,1.7374969720840454
Tessa,Viqqie,1.7376189231872559
Elias,Jeff,1.7376723289489746
Chester,Norah,1.7377525568008423
SabrinatheWitch,Sara,1.7378911972045898
Wade,West,1.7378913164138794
Aiden,Cyrus,1.7379684448242188
Agatha,Margot,1.7381101846694946
Carol,Shana,1.7381922006607056
Audrey,Vanessa,1.7383042573928833
Amber,Nia,1.7383190393447876
DollarJr,Jake,1.7383569478988647
Grace,Margaret,1.738418698310852
Olivia,Riley,1.738479733467102
Owen,Philip,1.7385655641555786
Cyrus,Kanno,1.7385692596435547
Abigail,Charlotte,1.7386239767074585
Chester,Damian,1.738660454750061
Patricia,Rachel,1.738726258277893
David,Tim,1.7388023138046265
Callan,Dean,1.738831639289856
Abigail,Jimmy,1.73893404006958
Chad,Oscar,1.7391681671142578
Hugh,Lloyd,1.7392034530639648
Frankenstein,West,1.7392168045043945
Callan,Cyrus,1.7394108772277832
Charlotte,Claire,1.7394657135009766
Agatha,Nana,1.7394737005233765
Katie,Patricia,1.7395726442337036
Margaret,Sophia,1.7396222352981567
Norah,Shana,1.7396316528320312
Dean,Jimmy,1.739665150642395
PN,Santa,1.739725112915039
Angela,Harper,1.7397290468215942
Damian,Ryan,1.7398638725280762
CaptainBill,Edward,1.7398929595947266
Liam,Sindarin,1.7400215864181519
Chester,Dan,1.740134835243225
Dean,Jeff,1.7402492761611938
Olivia,Sara,1.740251898765564
Ben,Oliver,1.7402805089950562
Duke,Walter,1.7403420209884644
April,Nana,1.7403658628463745
Caitlyn,Jennifer,1.740427017211914
Amber,Mia,1.7404505014419556
Edward,Oliver,1.7405966520309448
Dean,Nia,1.7406206130981445
JackoLantern,Neoguard,1.7406235933303833
Chester,Rebecca,1.7406624555587769
Noa,Oliver,1.7406920194625854
Claire,Maddie,1.740726113319397
Carl,David,1.740738868713379
Claire,Victoria,1.7407878637313843
Carol,Claire,1.7408093214035034
Michael,PN,1.740849494934082
Audrey,Riley,1.7410427331924438
Graham,Jake,1.7410578727722168
Carlos,Jeff,1.7410961389541626
Kelly,Patricia,1.7411543130874634
Caitlyn,Vanessa,1.7412967681884766
Amber,Charlotte,1.741336464881897
JackoLantern,Kelsey,1.741398811340332
Carlos,Margot,1.7414311170578003
Glenda,Victoria,1.741446852684021
Aaron,Doug,1.7415776252746582
Dan,DollarJr,1.7417011260986328
Buddy,Dean,1.7417923212051392
Amber,Nana,1.7418512105941772
Doug,Landon,1.7419300079345703
Avery,Rachel,1.7419365644454956
Carl,Larry,1.7419524192810059
Landon,Ravi,1.7419971227645874
Damian,Rudolph,1.7420244216918945
Carol,MrsClaus,1.742040753364563
Angela,Echo,1.7421032190322876
KlipKim,Ryan,1.7421473264694214
Carol,Mia,1.7422051429748535
Lindsay,Natalie,1.7424112558364868
Chester,Joshua,1.742448329925537
Patricia,Rebecca,1.7424665689468384
JackoLantern,Margaret,1.7425061464309692
Kelsey,Logan,1.7426244020462036
Benny,Chad,1.7426711320877075
Aaron,Walter,1.7427668571472168
AnnabelletheGhost,Patricia,1.7428306341171265
Bruce,Xavier,1.7428526878356934
Abigail,Dan,1.7428631782531738
David,Oscar,1.7429395914077759
April,Lucille,1.7429475784301758
Noa,Vincent,1.743003249168396
Maisie,Rachel,1.7430113554000854
Angela,JackoLantern,1.7431544065475464
Audrey,Caitlyn,1.7431951761245728
Dan,David,1.7433701753616333
Benny,Nathan,1.7434767484664917
Brad,Ravi,1.7436124086380005
DollarJr,Dylan,1.7436336278915405
Dean,West,1.7436498403549194
Damian,NewscasterJohn,1.743727684020996
Jackson,Oscar,1.7437764406204224
Liam,Neel,1.7438064813613892
PN,Tessa,1.743819236755371
Lindsay,SabrinatheWitch,1.743834376335144
Noa,Wade,1.7439340353012085
Aaron,Justin,1.7439817190170288
Angela,Sylvia,1.7439991235733032
Noa,Slushy,1.7441201210021973
Rebecca,Slushy,1.7442059516906738
Lindsay,Sylvia,1.7443121671676636
Jake,Xavier,1.7443183660507202
Dylan,Sindarin,1.7443509101867676
DollarJr,Walter,1.7444664239883423
Doug,Neel,1.7444688081741333
Chester,Echo,1.7444977760314941
Grace,Nana,1.7445317506790161
Carol,Emma,1.7445720434188843
Oscar,Philip,1.7446259260177612
Agatha,Caitlyn,1.7446584701538086
Caitlyn,Emma,1.744682788848877
Carlos,Dylan,1.744703769683838
Liam,Lloyd,1.7447261810302734
Kristen,Rebecca,1.7447614669799805
Gus,Landon,1.7448725700378418
Charlotte,Vanessa,1.7449685335159302
Bruce,Dylan,1.7449836730957031
Carlos,Tessa,1.7449880838394165
Olivia,Patricia,1.7450050115585327
Angela,Audrey,1.7450753450393677
Rebecca,Samantha,1.7450865507125854
CaptainBill,Sindarin,1.7452198266983032
Brad,West,1.7453912496566772
Callan,Justin,1.7455824613571167
Carl,Ravi,1.745587944984436
Frankenstein,Jack,1.7456103563308716
Landon,Walter,1.7456183433532715
Verna,Viqqie,1.745632529258728
Carlos,Jake,1.7456459999084473
Carol,Nathan,1.7456603050231934
Amber,Viqqie,1.7458600997924805
Catherine,Lydia,1.7459288835525513
Henry,Justin,1.7459665536880493
Doughnut,Sylvia,1.7460618019104004
AnnabelletheGhost,MrsClaus,1.7460732460021973
Aiden,Henry,1.7461360692977905
Avery,Millie,1.7461413145065308
Lindsay,Margaret,1.7461522817611694
Noa,Shana,1.7462331056594849
Abigail,Claire,1.7462905645370483
Nana,Verna,1.7463544607162476
CaptainBill,Neel,1.7464207410812378
Benny,Cole,1.7464327812194824
Amber,Tessa,1.746497631072998
Glenda,Shana,1.7465275526046753
Chloe,Jennifer,1.7465301752090454
Callan,Noa,1.746618390083313
Liam,Rudolph,1.746679663658142
Eman,Jackson,1.7467538118362427
Cole,Michael,1.7468208074569702
Nana,Oliver,1.746834397315979
Aiden,Ravi,1.7468644380569458
Agatha,Vivien,1.7469582557678223
Aiden,Michael,1.7470000982284546
Michael,Ryan,1.7471166849136353
MrsClaus,Riley,1.747139811515808
Lucille,Shana,1.7472244501113892
Eman,Rex,1.7473126649856567
Graham,Kevin,1.747419834136963
JackoLantern,Sylvia,1.7474969625473022
KlipKim,Sean,1.7475351095199585
AnnabelletheGhost,Claire,1.747546672821045
Landon,Sindarin,1.747592568397522
Angela,Maddie,1.7476301193237305
Angela,Ryan,1.7476987838745117
Damian,Oscar,1.7477229833602905
DollarJr,Shana,1.747764229774475
Nathan,NewscasterJohn,1.7479981184005737
Athena,Norah,1.7480168342590332
Graham,Justin,1.7480177879333496
Chase,Xavier,1.7480765581130981
Chester,Matthew,1.7481861114501953
Eman,Jack,1.7483237981796265
Amber,Maisie,1.7483474016189575
Norah,Olivia,1.7483586072921753
DollarJr,Slushy,1.7483984231948853
Carol,Kristen,1.7484564781188965
PN,Xavier,1.7484955787658691
Buddy,Ryan,1.7485098838806152
Furnando,Royce,1.7485276460647583
Cole,Shana,1.7486557960510254
AnnabelletheGhost,Harper,1.7488384246826172
DollarJr,Oscar,1.748887062072754
Landon,PN,1.748919129371643
Doug,NewscasterJohn,1.748936653137207
JackoLantern,Mia,1.7489596605300903
Caitlyn,Paige,1.7490848302841187
Chester,Owen,1.7491258382797241
Avery,Helena,1.749260425567627
Maisie,Shana,1.7493176460266113
Joshua,Peter,1.7493375539779663
Angela,Katie,1.749351978302002
Neel,Oscar,1.7493702173233032
Carl,Dan,1.7493747472763062
Chad,Logan,1.7495574951171875
Agatha,ReporterCatalina,1.7495986223220825
Damian,DollarJr,1.7498077154159546
Aiden,River,1.749829649925232
SabrinatheWitch,Vanessa,1.7498884201049805
Audrey,Emma,1.7501429319381714
Jodie,Kristen,1.7502447366714478
Avery,Emma,1.7503561973571777
Kevin,Logan,1.7503587007522583
Dan,Shana,1.7504342794418335
Cole,Santa,1.750434398651123
DollarJr,Eman,1.7504806518554688
Edward,Jackson,1.7506543397903442
Margot,Zoey,1.7506800889968872
Camila,Maddie,1.7507271766662598
Philip,Tim,1.7507524490356445
Shana,Wade,1.7507858276367188
Starling,Stephanie,1.7509671449661255
CaptainBill,Landon,1.7510160207748413
Eman,Neel,1.7510677576065063
Brad,Royce,1.7511934041976929
Noa,Tyson,1.7512065172195435
Emma,Millie,1.7512623071670532
Catherine,Olivia,1.7512739896774292
Jodie,Patricia,1.751293659210205
Chloe,Liz,1.751400113105774
Rachel,Wade,1.751423954963684
Jodie,Victoria,1.7516969442367554
Rachel,Rita,1.7517234086990356
Agatha,Angela,1.7518906593322754
Abigail,Riley,1.7521427869796753
Brad,Shana,1.7521723508834839
SabrinatheWitch,Simon,1.7522071599960327
Caitlyn,Margaret,1.752217411994934
Philip,Xavier,1.7522969245910645
Caleb,Philip,1.7523303031921387
Alex,Liz,1.7523378133773804
Robert,UncleHank,1.7523760795593262
Landon,ReporterCatalina,1.752573013305664
Catherine,Katie,1.7525748014450073
Damian,Lloyd,1.7526979446411133
Camila,Norah,1.7529163360595703
Charlotte,Valerie,1.7530635595321655
Dan,River,1.7531448602676392
Bruce,George,1.7532013654708862
Eman,Lloyd,1.753383994102478
Cyrus,UncleHank,1.7533950805664062
Jodie,Riley,1.7534270286560059
Elias,Sindarin,1.753447413444519
George,Walter,1.7534674406051636
Neoguard,Rex,1.7536085844039917
Janet,Vivien,1.7536295652389526
River,Simon,1.753700852394104
Furnando,JackoLantern,1.7537676095962524
Claire,Nova,1.753767967224121
Nathan,Philip,1.753812313079834
Aaron,Sean,1.753843903541565
Dean,ReporterCatalina,1.7538504600524902
Doughnut,Rachel,1.754048466682434
Joshua,Natalie,1.7541524171829224
Hans,Nana,1.754251480102539
Charlotte,Norah,1.7542520761489868
Abigail,Ryan,1.7542810440063477
Brad,Joshua,1.7543748617172241
Maddie,Margaret,1.7544795274734497
Patricia,Sylvia,1.7545729875564575
Helena,Rachel,1.7546601295471191
Jennifer,Rebecca,1.754714846611023
Aiden,Liam,1.75477933883667
Emma,SabrinatheWitch,1.7549422979354858
Athena,Lydia,1.7550193071365356
Ryan,Xavier,1.7550253868103027
Chad,Liam,1.7550358772277832
Joshua,Sean,1.7551069259643555
Bruce,Ravi,1.7551770210266113
Henry,Peter,1.7552493810653687
Gus,Matthew,1.7552980184555054
Nathan,Wade,1.7556322813034058
Bruce,Tim,1.755658745765686
Bruce,Landon,1.7556939125061035
Aaron,Jackson,1.7557249069213867
DollarJr,Nana,1.7557889223098755
Athena,Carol,1.7558221817016602
Chad,David,1.7558274269104004
Cyrus,Neoguard,1.7558631896972656
Chase,Kevin,1.7560186386108398
David,KlipKim,1.7560349702835083
Caleb,Michael,1.7560392618179321
JackoLantern,Vincent,1.7560805082321167
Oliver,ReporterCatalina,1.7561469078063965
Lydia,Patricia,1.756159782409668
Kevin,Neel,1.7563272714614868
Damian,Doug,1.7563838958740234
Mia,Riley,1.7563985586166382
Doug,Neoguard,1.7565155029296875
Jennifer,Millie,1.7565521001815796
Agatha,SabrinatheWitch,1.7565988302230835
Chase,Larry,1.7567405700683594
Philip,Ravi,1.7569478750228882
Alex,Stephanie,1.7569869756698608
Bruce,Frankenstein,1.7573243379592896
Brad,River,1.7573734521865845
Aiden,Walter,1.7574400901794434
AnnabelletheGhost,Riley,1.7575381994247437
Bruce,Santa,1.757541537284851
Furnando,Lloyd,1.7576125860214233
Carol,Millie,1.7576597929000854
Rachel,Sindarin,1.757743239402771
David,Neoguard,1.7579551935195923
JackoLantern,Verna,1.7579870223999023
Chloe,Emma,1.7580652236938477
Caitlyn,Kristen,1.7581208944320679
Aiden,Gus,1.758165717124939
Joshua,ReporterCatalina,1.7582706212997437
Chester,Jennifer,1.7582732439041138
Ben,Nathan,1.7583407163619995
Duke,Michael,1.758471965789795
Larry,SabrinatheWitch,1.7588468790054321
Abigail,Nana,1.758901596069336
Rita,Verna,1.7589740753173828
Noa,Tessa,1.7589788436889648
Buddy,Damian,1.7591074705123901
Cyrus,George,1.7591208219528198
George,Royce,1.7591460943222046
KilliantheVampire,Lloyd,1.759151816368103
Lucille,ReporterCatalina,1.759185791015625
Nathan,Sylvia,1.7592010498046875
DollarJr,Landon,1.759224534034729
Henry,Rudolph,1.7592402696609497
Rachel,Tessa,1.759260654449463
Liz,Sara,1.75927734375
Chloe,Sara,1.75931978225708
Bruce,PN,1.759365439414978
Cyrus,Peter,1.7594157457351685
Claire,SabrinatheWitch,1.7594175338745117
Dean,Logan,1.7594199180603027
Agatha,JackoLantern,1.7594631910324097
Aiden,Landon,1.7594757080078125
Jennifer,Larry,1.7594990730285645
Amber,Jennifer,1.759511947631836
Liz,Patricia,1.7595926523208618
Jake,Ryan,1.759644627571106
Larry,ReporterCatalina,1.7596477270126343
Landon,Wade,1.7597802877426147
Michael,Peter,1.7598257064819336
Bruce,Oscar,1.759878158569336
Joshua,Philip,1.7598804235458374
Graham,Ravi,1.7599059343338013
Nana,Viqqie,1.7599682807922363
Kristen,Lydia,1.760013222694397
Carlos,Neel,1.760068416595459
Chad,Wade,1.760109543800354
Edward,Slushy,1.7601853609085083
Angela,Maisie,1.7601919174194336
MrsClaus,Nia,1.7603002786636353
Nana,Sylvia,1.7603384256362915
Landon,West,1.7603493928909302
Chad,Xavier,1.7605894804000854
Royce,Tim,1.7606382369995117
Avery,Doughnut,1.7607159614562988
Carlos,Jimmy,1.7607827186584473
Brad,Neel,1.7608685493469238
Mia,Stephanie,1.760921835899353
Natalie,Nathan,1.760939598083496
Royce,West,1.7609742879867554
Peter,Sindarin,1.7610336542129517
Doug,Vivien,1.7610477209091187
Neoguard,West,1.7610958814620972
Catherine,Jennifer,1.7611445188522339
Sara,Stephanie,1.7611680030822754
Callan,Tyson,1.761244773864746
Carol,Cole,1.7612720727920532
Logan,SabrinatheWitch,1.7613502740859985
KilliantheVampire,UncleHank,1.7613667249679565
Agatha,Norah,1.7614651918411255
JackoLantern,Jennifer,1.761499047279358
Jimmy,Rachel,1.7615509033203125
Jenna,SabrinatheWitch,1.76158607006073
George,Lloyd,1.7616194486618042
Nana,Ryan,1.761645793914795
Lindsay,Norah,1.7617521286010742
Larry,Lloyd,1.761942744255066
Landon,Logan,1.7620166540145874
Sara,Sylvia,1.7620325088500977
Dean,Norah,1.7620383501052856
Charlotte,Vivien,1.7621229887008667
Ryan,Santa,1.7621536254882812
Camila,Sara,1.7621663808822632
Noa,Santa,1.7622109651565552
SabrinatheWitch,Xavier,1.762247085571289
Chad,Tim,1.7622562646865845
Benny,Joshua,1.7622766494750977
Abigail,Valerie,1.7622947692871094
Angela,Tessa,1.762455940246582
Lucille,Sylvia,1.7624717950820923
Elias,Jack,1.7626763582229614
Joshua,Oscar,1.7627519369125366
Patrick,Rex,1.7628272771835327
Dylan,Henry,1.76282799243927
Nana,Skylar,1.7628930807113647
Maisie,Sophia,1.7629204988479614
Aaron,Caleb,1.7629300355911255
April,Harper,1.763053059577942
Santa,Sindarin,1.7630704641342163
Chester,Walter,1.7630866765975952
Logan,Sindarin,1.7631295919418335
Neel,Owen,1.7631797790527344
Natalie,Starling,1.7633179426193237
Emma,Nana,1.7633410692214966
Norah,Vanessa,1.7633520364761353
Duke,Larry,1.7633634805679321
Cole,Oliver,1.763468623161316
Brad,Neoguard,1.7634716033935547
KlipKim,Slushy,1.7634879350662231
Aaron,Furnando,1.7635765075683594
Carlos,Margaret,1.7636224031448364
Aaron,Owen,1.7637301683425903
AnnabelletheGhost,Tessa,1.763771891593933
Catherine,Tina,1.7637747526168823
Jimmy,Xavier,1.7637882232666016
Aiden,ReporterCatalina,1.763867974281311
Olivia,Shana,1.7638808488845825
Hugh,Philip,1.7639001607894897
JackoLantern,Ryan,1.7640053033828735
George,West,1.7640475034713745
KlipKim,Oliver,1.7640992403030396
Emma,Kristen,1.7641040086746216
Jeff,Kevin,1.764137864112854
Aaron,Buddy,1.7641698122024536
Liam,Rex,1.7641712427139282
Cole,Rachel,1.7642388343811035
Oliver,Victoria,1.7642951011657715
Chloe,Claire,1.7643529176712036
Catherine,Emma,1.7643824815750122
April,Shana,1.764515995979309
Alex,Olivia,1.7646774053573608
Aiden,Slushy,1.7646865844726562
Chloe,Sophia,1.7647452354431152
Chloe,Jenna,1.7647819519042969
Jodie,Wade,1.764797329902649
Bruce,Nathan,1.7648998498916626
Abigail,Viqqie,1.7649235725402832
Buddy,NewscasterJohn,1.7649989128112793
Cole,SabrinatheWitch,1.7655645608901978
Buddy,Caleb,1.7655695676803589
JackoLantern,Royce,1.7655949592590332
Henry,Nathan,1.7657181024551392
Ben,Philip,1.76576566696167
Philip,Walter,1.7657685279846191
Logan,MrsClaus,1.765799641609192
AnnabelletheGhost,Samantha,1.7658066749572754
Landon,UncleHank,1.7658127546310425
Dan,Rachel,1.7658785581588745
Cyrus,Jake,1.7659077644348145
Carlos,Nana,1.7659753561019897
Nathan,Sindarin,1.7659960985183716
ReporterCatalina,Walter,1.7661118507385254
Ben,Ryan,1.7661441564559937
Katie,Rachel,1.7661582231521606
Kanno,ReporterCatalina,1.766580581665039
Liam,Vincent,1.766602873802185
Natalie,Viqqie,1.7666674852371216
Larry,Tim,1.7666959762573242
Graham,Tim,1.766777515411377
Bell,Charlotte,1.7668653726577759
MrsClaus,Nana,1.766945719718933
AnnabelletheGhost,Kelsey,1.7669992446899414
Nova,Zoey,1.7670539617538452
Gus,Jack,1.76705801486969
George,Ravi,1.7672466039657593
Rachel,Verna,1.7672691345214844
Bell,Kelsey,1.767360806465149
Doug,Sean,1.767366886138916
Graham,Jeff,1.7673691511154175
Lucille,MrsClaus,1.7673803567886353
Emma,Tessa,1.7674773931503296
Aaron,JackoLantern,1.7676005363464355
Angela,Paige,1.7676669359207153
DollarJr,Neoguard,1.7677587270736694
Dylan,Gus,1.767820954322815
CaptainBill,Dylan,1.7678261995315552
Bell,Tessa,1.767842411994934
Joshua,Nana,1.7678594589233398
CaptainBill,KlipKim,1.7678799629211426
Amber,Vanessa,1.7679052352905273
DollarJr,West,1.7681342363357544
Nova,Riley,1.7681573629379272
Maisie,SabrinatheWitch,1.7681655883789062
Eman,Joshua,1.7682918310165405
Henry,Ron,1.7684248685836792
Bell,Natalie,1.7686686515808105
JackoLantern,Viqqie,1.768735408782959
Justin,Rachel,1.7687969207763672
Ben,KlipKim,1.7688535451889038
Doughnut,Sara,1.7688603401184082
Chester,Rex,1.7689099311828613
Eman,JackoLantern,1.76897132396698
Nova,Slushy,1.7690232992172241
Avery,Maisie,1.7691446542739868
Jack,Robert,1.7691503763198853
Norah,Riley,1.7691969871520996
Simon,Sindarin,1.7693032026290894
Caitlyn,Camila,1.7693079710006714
Stephanie,Verna,1.7693819999694824
Dan,Nia,1.769418716430664
Dan,Hugh,1.769484519958496
Amber,Oliver,1.7695146799087524
Cole,Tim,1.7695235013961792
Olivia,Tessa,1.7695592641830444
Maisie,Nia,1.7695804834365845
Claire,JackoLantern,1.7696499824523926
Carol,Verna,1.7697662115097046
Paige,Patricia,1.7698473930358887
Shana,Vanessa,1.7698625326156616
Abigail,JackoLantern,1.7698696851730347
Damian,Wade,1.769875168800354
Sara,Shana,1.7701263427734375
Norah,Rita,1.7702094316482544
Katie,Vivien,1.7703231573104858
Damian,Tim,1.7705389261245728
Charlotte,Harper,1.7705693244934082
JackoLantern,Ravi,1.7706074714660645
Kelly,Natalie,1.7706254720687866
Jack,Noa,1.7707241773605347
Aiden,Sean,1.7708401679992676
Lucille,SabrinatheWitch,1.7708697319030762
Janet,Sara,1.7709064483642578
Santa,Xavier,1.770975947380066
Jack,JackoLantern,1.771139144897461
Abigail,Wade,1.7712410688400269
Shana,Walter,1.7712575197219849
Carlos,Ryan,1.7713241577148438
David,Wade,1.7713710069656372
Carlos,Dean,1.7714067697525024
Oliver,Riley,1.7714815139770508
Carol,Dan,1.7715014219284058
Aiden,Nia,1.7715529203414917
Jennifer,Tessa,1.7716560363769531
Kelly,Viqqie,1.7716928720474243
Angela,Larry,1.771746039390564
Damian,Sindarin,1.7717875242233276
Brad,Tyson,1.7720609903335571
Bruce,Icarus,1.7721333503723145
Verna,Xavier,1.7723482847213745
Angela,Oliver,1.7723712921142578
Eman,Tim,1.7725354433059692
Maisie,Samantha,1.7725549936294556
Lydia,Ryan,1.772588849067688
Dean,Nova,1.772591233253479
Graham,Neoguard,1.7726746797561646
Callan,Rudolph,1.772879719734192
Joshua,Matthew,1.7729543447494507
Caitlyn,Nia,1.772988200187683
JackoLantern,Vivien,1.7731140851974487
Cole,Glenda,1.7732219696044922
Olivia,Xavier,1.773229718208313
Angela,Rebecca,1.7732518911361694
Angela,Emma,1.773253083229065
Dean,Neel,1.7732633352279663
Jennifer,Norah,1.773333191871643
Nathan,Starling,1.7733349800109863
Edward,Walter,1.7733408212661743
Katie,Sara,1.7733432054519653
CaptainBill,Ryan,1.7735158205032349
Chad,Sean,1.7735447883605957
JackoLantern,Jake,1.7736444473266602
Buddy,Graham,1.7736492156982422
Angela,Rachel,1.7737785577774048
Tyson,Walter,1.7738908529281616
Justin,Viqqie,1.7740381956100464
Audrey,Kristen,1.7742363214492798
Chase,Nathan,1.7743784189224243
Dan,Sindarin,1.7744641304016113
Charlotte,Larry,1.7744741439819336
CaptainBill,Dean,1.7744938135147095
Aiden,Chad,1.774499535560608
Frankenstein,Furnando,1.7745604515075684
Jimmy,Tim,1.7746243476867676
Caleb,Neel,1.77470862865448
Chester,Jodie,1.7747440338134766
Benny,Chester,1.7747777700424194
JackoLantern,Rudolph,1.774910807609558
Furnando,Nathan,1.7749611139297485
Noa,ReporterCatalina,1.775029182434082
Maddie,Natalie,1.7751045227050781
Eman,Slushy,1.7751201391220093
UncleHank,Xavier,1.7751365900039673
Philip,Rex,1.7752567529678345
Icarus,Liam,1.7752913236618042
Ben,JackoLantern,1.7752915620803833
Angela,Dean,1.775302529335022
Eman,Margaret,1.7754168510437012
Lydia,Victoria,1.7754230499267578
Agatha,Dean,1.7756327390670776
Doug,Nathan,1.7756410837173462
Kevin,Larry,1.7756584882736206
Shana,Tessa,1.7757664918899536
AnnabelletheGhost,Margaret,1.775797724723816
Brad,Xavier,1.7758978605270386
Logan,Margaret,1.7759186029434204
Brad,Kevin,1.775976538658142
Dean,Tim,1.7760448455810547
Caitlyn,SabrinatheWitch,1.776133418083191
Natalie,Xavier,1.7761465311050415
Emma,Verna,1.7761491537094116
Margot,Oliver,1.776206135749817
Angela,Avery,1.776220679283142
Cyrus,Ryan,1.776258111000061
Grace,Victoria,1.7763437032699585
Logan,Natalie,1.7764304876327515
Eman,Ravi,1.7765063047409058
David,Kevin,1.776511549949646
Shana,Simon,1.7765570878982544
Chad,Joshua,1.7766023874282837
Hugh,KlipKim,1.7766690254211426
Dan,Landon,1.7766876220703125
Brad,Jack,1.776698112487793
Caitlyn,Carol,1.7767046689987183
Caleb,Royce,1.7767515182495117
Rachel,Vanessa,1.7767959833145142
Shana,Zoey,1.7768954038619995
Cyrus,Dylan,1.7769109010696411
Gus,SantaClaus,1.77695894241333
Margaret,Sara,1.7769631147384644
Jennifer,Noa,1.777015209197998
Carol,Nia,1.777021050453186
Justin,Ravi,1.7770490646362305
Angela,MrsClaus,1.7770644426345825
CaptainBill,Chase,1.7770706415176392
Carol,Riley,1.777145504951477
Callan,Neoguard,1.777201533317566
Gus,Walter,1.7773098945617676
Carlos,George,1.7773483991622925
Michael,Xavier,1.7773536443710327
Brad,Margaret,1.7773590087890625
Dan,Rebecca,1.7773610353469849
Chase,Neoguard,1.777477741241455
Maisie,Patricia,1.7774845361709595
Kelsey,Stephanie,1.7775152921676636
Rita,Stephanie,1.7775472402572632
Jenna,Tessa,1.7775731086730957
Victoria,Xavier,1.7775969505310059
Dean,Furnando,1.7776588201522827
Brad,Rachel,1.777905821800232
JackoLantern,Riley,1.7780555486679077
DollarJr,Tyson,1.7780927419662476
Brad,ReporterCatalina,1.778122067451477
Glenda,Natalie,1.7781267166137695
Carl,Wade,1.7782257795333862
Helena,SabrinatheWitch,1.778302788734436
CaptainBill,Chad,1.7783797979354858
DollarJr,Rudolph,1.7783823013305664
Aiden,JackoLantern,1.7783945798873901
CaptainBill,Logan,1.778412938117981
Larry,River,1.7784937620162964
Doug,Joshua,1.7785385847091675
PN,Sindarin,1.7786277532577515
Avery,Chester,1.7787812948226929
Claire,Stephanie,1.7789011001586914
Abigail,Harper,1.7789149284362793
Stephanie,Sylvia,1.779025673866272
Carl,Slushy,1.7790979146957397
AnnabelletheGhost,ReporterCatalina,1.7791138887405396
Jodie,Sophia,1.7791938781738281
Logan,Simon,1.7792719602584839
Audrey,Oliver,1.7792725563049316
DollarJr,Gus,1.7793256044387817
DollarJr,Graham,1.779344916343689
Logan,Royce,1.779354214668274
Dylan,Eman,1.7794280052185059
Mark,Tyson,1.7794946432113647
Dylan,Shana,1.7795524597167969
Caleb,JackoLantern,1.7795606851577759
Nana,Patricia,1.779631495475769
Camila,Rebecca,1.779633641242981
Aiden,West,1.7796756029129028
Logan,Nana,1.779685139656067
Hugh,Kevin,1.7797584533691406
Jodie,Stephanie,1.779773235321045
Athena,Skylar,1.7798000574111938
Natalie,Wade,1.7798155546188354
